ReviewText,Rating,SentimentLabel,ProductCategory,ReviewDate,ReviewerInformation,Cleaned_Review
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2022-07-12,Emily5123,device fine nothing exceptional would recommend anyone
Terrible fit and poor quality fabric.,4,Positive,Clothing,2020-10-28,Harold1329,terrible fit poor quality fabric
The device is fine but nothing exceptional.,1,Negative,Electronics,2020-12-23,Brenda7310,device fine nothing exceptional
Terrible fit and poor quality fabric.,1,Negative,Clothing,2022-04-28,Derrick1850,terrible fit poor quality fabric
Fits perfectly and looks great!,4,Positive,Clothing,2020-12-16,George2413,fits perfectly looks great
"The plot was boring, and the writing was subpar.",4,Positive,Books,2023-01-06,Jessica5071,plot boring writing subpar
The device is fine but nothing exceptional. I would not recommend this to anyone.,3,Neutral,Electronics,2021-12-08,Lauren1658,device fine nothing exceptional would recommend anyone
The device is fine but nothing exceptional.,3,Neutral,Electronics,2015-06-27,Brittany4171,device fine nothing exceptional
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2020-03-25,Ricky2283,plot boring writing subpar
Fits perfectly and looks great!.,5,Positive,Clothing,2022-11-09,Justin9555,fits perfectly looks great
This product works perfectly.,4,Positive,Electronics,2015-01-04,Alexander4164,product works perfectly
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2020-01-27,Amanda6793,stopped working week really disappointed would recommend anyone
The material is average but wearable.,3,Neutral,Clothing,2022-05-09,Jennifer3828,material average wearable
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,2,Negative,Books,2023-09-21,Kimberly1639,amazing read gripping story loved would definitely consider buying
Terrible fit and poor quality fabric. I would not recommend this to anyone.,3,Neutral,Clothing,2015-03-27,Lisa8561,terrible fit poor quality fabric would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2015-01-18,Shawn9846,stopped working week really disappointed would recommend anyone
It stopped working after a week. Really disappointed.,1,Negative,Electronics,2020-10-07,Joseph8604,stopped working week really disappointed
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2020-04-03,Bradley9398,book okay favorite genre would recommend anyone
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2021-08-23,Dawn9293,product works perfectly highly recommended would definitely consider buying
This product works perfectly. Highly recommended!,4,Positive,Electronics,2019-07-13,Amanda6005,product works perfectly highly recommended
The material is average but wearable.,2,Negative,Clothing,2016-11-09,Thomas2501,material average wearable
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2019-01-10,Jennifer4285,device fine nothing exceptional would recommend anyone
The material is average but wearable. I would not recommend this to anyone.,2,Negative,Clothing,2023-06-22,Jon9748,material average wearable would recommend anyone
The material is average but wearable. I would not recommend this to anyone.,1,Negative,Clothing,2018-06-16,Aaron5143,material average wearable would recommend anyone
Fits perfectly and looks great!,3,Neutral,Clothing,2021-06-25,Molly3689,fits perfectly looks great
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2023-11-01,Ryan9544,stopped working week really disappointed would recommend anyone
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2022-11-20,Anthony1287,terrible fit poor quality fabric would recommend anyone
The material is average but wearable.,3,Neutral,Clothing,2019-08-22,Amber1121,material average wearable
The device is fine but nothing exceptional.,3,Neutral,Electronics,2017-08-15,Erin8939,device fine nothing exceptional
"The plot was boring, and the writing was subpar.",4,Positive,Books,2017-07-23,Brian1610,plot boring writing subpar
"The book is okay, but not my favorite genre.",4,Positive,Books,2023-05-09,Terrence8947,book okay favorite genre
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2022-05-04,Eric6654,stopped working week really disappointed would recommend anyone
"The plot was boring, and the writing was subpar.",1,Negative,Books,2023-09-20,Jared1845,plot boring writing subpar
An amazing read with a gripping story.,1,Negative,Books,2022-04-22,Gabriel1648,amazing read gripping story
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2021-05-18,Martin4649,product works perfectly highly recommended would definitely consider buying
Fits perfectly and looks great!.,5,Positive,Clothing,2019-09-23,Jeffrey9061,fits perfectly looks great
"The plot was boring, and the writing was subpar.",2,Negative,Books,2022-03-09,Diana4437,plot boring writing subpar
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",2,Negative,Books,2021-10-17,Anthony8841,plot boring writing subpar would recommend anyone
This product works perfectly. Highly recommended! Would definitely consider buying again!,2,Negative,Electronics,2023-07-02,Tanya3366,product works perfectly highly recommended would definitely consider buying
The device is fine but nothing exceptional.,1,Negative,Electronics,2017-11-30,Jacqueline9004,device fine nothing exceptional
It stopped working after a week.,4,Positive,Electronics,2017-07-20,Kristina6322,stopped working week
The material is average but wearable.,1,Negative,Clothing,2017-12-27,Diane9013,material average wearable
"The book is okay, but not my favorite genre.",2,Negative,Books,2020-08-02,Katelyn5599,book okay favorite genre
The material is average but wearable.,5,Positive,Clothing,2021-12-02,Robert1409,material average wearable
Fits perfectly and looks great!,3,Neutral,Clothing,2022-08-28,Douglas2949,fits perfectly looks great
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",4,Positive,Books,2016-11-10,Robert9511,plot boring writing subpar would recommend anyone
This product works perfectly.,1,Negative,Electronics,2021-02-15,Jeremy3579,product works perfectly
This product works perfectly. Highly recommended!,2,Negative,Electronics,2017-11-08,Daniel3162,product works perfectly highly recommended
An amazing read with a gripping story.,1,Negative,Books,2019-12-12,Colleen1223,amazing read gripping story
Fits perfectly and looks great!.,5,Positive,Clothing,2015-06-25,Brian5587,fits perfectly looks great
Fits perfectly and looks great! Would definitely consider buying again!,5,Positive,Clothing,2023-11-08,Mary1698,fits perfectly looks great would definitely consider buying
It stopped working after a week.,5,Positive,Electronics,2015-11-07,Victoria9759,stopped working week
An amazing read with a gripping story. Loved it!,5,Positive,Books,2017-11-14,Jamie2716,amazing read gripping story loved
Terrible fit and poor quality fabric. I would not recommend this to anyone.,3,Neutral,Clothing,2023-08-13,Terri9536,terrible fit poor quality fabric would recommend anyone
Fits perfectly and looks great!,4,Positive,Clothing,2019-05-08,Troy1985,fits perfectly looks great
Terrible fit and poor quality fabric. I would not recommend this to anyone.,5,Positive,Clothing,2021-06-20,Mary8495,terrible fit poor quality fabric would recommend anyone
Fits perfectly and looks great!.,1,Negative,Clothing,2019-05-18,Deborah4596,fits perfectly looks great
An amazing read with a gripping story. Loved it!,4,Positive,Books,2015-02-09,Douglas4265,amazing read gripping story loved
The material is average but wearable.,1,Negative,Clothing,2021-10-29,Johnny4506,material average wearable
The material is average but wearable.,5,Positive,Clothing,2016-02-25,Mary1235,material average wearable
It stopped working after a week.,4,Positive,Electronics,2021-03-22,Samantha5948,stopped working week
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",3,Neutral,Books,2021-01-12,Jasmine2948,plot boring writing subpar would recommend anyone
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,5,Positive,Books,2022-03-14,Amy7668,amazing read gripping story loved would definitely consider buying
"The plot was boring, and the writing was subpar.",1,Negative,Books,2019-09-05,Dennis5597,plot boring writing subpar
The material is average but wearable.,5,Positive,Clothing,2017-10-23,Tammy2796,material average wearable
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2022-04-09,Megan2521,fits perfectly looks great would definitely consider buying
The device is fine but nothing exceptional.,3,Neutral,Electronics,2020-07-23,Gregory5833,device fine nothing exceptional
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2022-05-13,Corey7678,fits perfectly looks great would definitely consider buying
The device is fine but nothing exceptional.,2,Negative,Electronics,2023-12-08,Chase9090,device fine nothing exceptional
"The book is okay, but not my favorite genre.",2,Negative,Books,2023-12-31,Brandon6630,book okay favorite genre
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2021-05-26,Angela9373,stopped working week really disappointed
"The book is okay, but not my favorite genre.",4,Positive,Books,2017-08-08,Amber7569,book okay favorite genre
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2023-05-13,Nicole4372,fits perfectly looks great would definitely consider buying
