ReviewText,Rating,SentimentLabel,ProductCategory,ReviewDate,ReviewerInformation
"The plot was boring, and the writing was subpar.",2,Negative,Books,2023-04-10,Christina7055
Terrible fit and poor quality fabric.,2,Negative,Clothing,2015-11-10,Nathan1982
The material is average but wearable.,5,Positive,Clothing,2017-11-20,John3767
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2020-08-23,Jason3029
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,5,Positive,Electronics,2020-03-23,Emily9089
"The plot was boring, and the writing was subpar.",5,Positive,Books,2017-09-02,Michael6175
The device is fine but nothing exceptional.,3,Neutral,Electronics,2022-07-23,Shelby2425
An amazing read with a gripping story. Loved it!,1,Negative,Books,2015-10-30,Kevin3038
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2020-06-29,Elizabeth6669
"The plot was boring, and the writing was subpar.",2,Negative,Books,2019-11-04,Andrea3243
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2016-02-07,Sylvia9057
Terrible fit and poor quality fabric.,4,Positive,Clothing,2023-03-09,Brandon6115
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",3,Neutral,Books,2020-02-03,Hector1253
"The book is okay, but not my favorite genre.",4,Positive,Books,2017-09-30,Jason3794
The material is average but wearable.,5,Positive,Clothing,2020-12-17,Bryan1428
Fits perfectly and looks great!,5,Positive,Clothing,2015-05-29,Cynthia4118
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2017-05-04,Alyssa9303
It stopped working after a week. Really disappointed.,1,Negative,Electronics,2023-03-21,Laurie7529
"The book is okay, but not my favorite genre.",2,Negative,Books,2017-05-02,Tanner2008
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",3,Neutral,Books,2023-06-21,Jessica9092
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2021-12-17,Melissa5477
An amazing read with a gripping story.,1,Negative,Books,2017-09-05,Lauren5769
Fits perfectly and looks great!,5,Positive,Clothing,2016-05-02,John4476
"The book is okay, but not my favorite genre.",5,Positive,Books,2020-08-31,Brandy9599
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,4,Positive,Books,2016-11-10,Sarah6391
"The plot was boring, and the writing was subpar.",2,Negative,Books,2023-07-05,Jeffrey1812
Terrible fit and poor quality fabric.,4,Positive,Clothing,2023-09-18,Kristopher3131
This product works perfectly.,3,Neutral,Electronics,2023-07-24,Elijah2297
"The plot was boring, and the writing was subpar.",1,Negative,Books,2019-05-30,Calvin6738
It stopped working after a week.,4,Positive,Electronics,2016-02-21,Angela3158
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2020-03-05,Matthew9778
This product works perfectly.,3,Neutral,Electronics,2023-01-10,Jeremy4802
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,5,Positive,Electronics,2015-03-18,Troy3066
An amazing read with a gripping story.,2,Negative,Books,2020-04-13,Deborah8203
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",2,Negative,Books,2018-03-03,Elizabeth4447
Terrible fit and poor quality fabric.,2,Negative,Clothing,2020-04-30,Ryan4450
Terrible fit and poor quality fabric.,4,Positive,Clothing,2022-07-10,Alexis2488
"The book is okay, but not my favorite genre.",1,Negative,Books,2018-12-03,Adrian8452
An amazing read with a gripping story. Loved it!,4,Positive,Books,2015-09-16,Amy2858
This product works perfectly.,3,Neutral,Electronics,2019-07-05,Maria4954
"The plot was boring, and the writing was subpar.",1,Negative,Books,2021-12-17,Richard4189
It stopped working after a week. Really disappointed.,2,Negative,Electronics,2020-01-10,Bonnie1598
"The book is okay, but not my favorite genre.",1,Negative,Books,2016-11-13,Bradley6123
Fits perfectly and looks great!,3,Neutral,Clothing,2018-08-12,Elizabeth9895
This product works perfectly.,1,Negative,Electronics,2015-08-19,Martin3806
"The book is okay, but not my favorite genre.",2,Negative,Books,2016-12-20,Tiffany2459
Terrible fit and poor quality fabric.,4,Positive,Clothing,2023-04-06,Mary7943
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,2,Negative,Books,2021-11-05,Danielle1620
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2022-02-15,Beverly4854
This product works perfectly. Highly recommended!,3,Neutral,Electronics,2020-03-09,Jessica3917
The device is fine but nothing exceptional.,3,Neutral,Electronics,2022-12-29,Timothy4320
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2022-07-17,Ricky3284
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,2,Negative,Books,2019-03-05,Stephanie8745
The device is fine but nothing exceptional. I would not recommend this to anyone.,4,Positive,Electronics,2019-05-21,Jose4145
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2019-04-25,John6602
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2022-03-10,Douglas7321
The device is fine but nothing exceptional.,3,Neutral,Electronics,2016-03-06,Robin9981
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",1,Negative,Books,2019-06-04,Patrick6534
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2020-01-06,Nancy8031
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2022-09-10,Brandy2492
The material is average but wearable. I would not recommend this to anyone.,2,Negative,Clothing,2018-03-19,Eric5728
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2015-07-16,Susan9730
Terrible fit and poor quality fabric.,2,Negative,Clothing,2019-06-16,Bradley2773
It stopped working after a week. Really disappointed.,4,Positive,Electronics,2021-01-15,Dana6982
Terrible fit and poor quality fabric.,5,Positive,Clothing,2021-10-18,Jessica2500
"The book is okay, but not my favorite genre.",2,Negative,Books,2017-08-20,Alexandria3816
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2016-09-20,Amy4357
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2017-01-08,Jamie2412
This product works perfectly. Highly recommended!,5,Positive,Electronics,2017-06-19,Ernest2833
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",4,Positive,Books,2021-03-12,Maria8861
This product works perfectly. Highly recommended! Would definitely consider buying again!,4,Positive,Electronics,2016-03-22,Maria6244
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2023-10-30,Jennifer3690
The device is fine but nothing exceptional.,1,Negative,Electronics,2017-11-08,Aaron4802
This product works perfectly. Highly recommended!,3,Neutral,Electronics,2015-07-24,Shelley2663
Fits perfectly and looks great!,1,Negative,Clothing,2022-09-29,Travis9949
The device is fine but nothing exceptional. I would not recommend this to anyone.,4,Positive,Electronics,2020-09-09,Corey6034
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2022-02-16,James7073
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2023-02-21,Anthony4219
An amazing read with a gripping story.,4,Positive,Books,2018-08-10,Zachary7861
An amazing read with a gripping story. Loved it!,1,Negative,Books,2022-10-08,Jerry5530
Fits perfectly and looks great!.,4,Positive,Clothing,2016-07-19,John2088
Fits perfectly and looks great!,5,Positive,Clothing,2016-07-31,Andrea7008
This product works perfectly. Highly recommended! Would definitely consider buying again!,4,Positive,Electronics,2015-01-11,Michael8782
"The plot was boring, and the writing was subpar.",2,Negative,Books,2020-11-30,Shawn1280
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2023-11-05,Erin4831
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2022-05-07,Anna5677
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2015-04-13,Erica8521
The material is average but wearable.,3,Neutral,Clothing,2015-05-13,Kimberly8864
Fits perfectly and looks great!,5,Positive,Clothing,2016-03-26,Megan5012
The device is fine but nothing exceptional. I would not recommend this to anyone.,5,Positive,Electronics,2022-02-24,Jason1979
"The plot was boring, and the writing was subpar.",4,Positive,Books,2015-04-15,Zachary8321
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2020-09-04,Todd8138
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2019-06-21,Donald4260
Fits perfectly and looks great!.,4,Positive,Clothing,2022-03-25,Hannah5233
This product works perfectly. Highly recommended!,4,Positive,Electronics,2022-06-11,Tina2416
The material is average but wearable. I would not recommend this to anyone.,2,Negative,Clothing,2020-12-07,Jennifer9042
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2017-05-13,Sharon9846
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2021-09-09,Darin4101
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2019-09-11,Shannon2429
"The plot was boring, and the writing was subpar.",4,Positive,Books,2020-04-20,Andres1037
The device is fine but nothing exceptional.,3,Neutral,Electronics,2017-10-08,Hector4683
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",2,Negative,Books,2021-10-12,Brandy8250
Terrible fit and poor quality fabric.,2,Negative,Clothing,2023-10-30,Aaron4745
Fits perfectly and looks great!,5,Positive,Clothing,2023-08-12,David5655
"The plot was boring, and the writing was subpar.",2,Negative,Books,2020-04-16,Donald2115
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2019-01-29,Jesse2588
The device is fine but nothing exceptional.,4,Positive,Electronics,2020-03-30,Michael3363
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2017-07-17,Nathan6788
"The book is okay, but not my favorite genre.",2,Negative,Books,2020-10-16,Jessica7736
Fits perfectly and looks great!,3,Neutral,Clothing,2023-12-07,Robert9524
The device is fine but nothing exceptional.,4,Positive,Electronics,2018-11-30,Brandon8678
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2023-11-24,Zachary3079
Terrible fit and poor quality fabric.,1,Negative,Clothing,2017-01-23,Dennis8965
"The plot was boring, and the writing was subpar.",4,Positive,Books,2018-10-10,David4060
An amazing read with a gripping story. Loved it!,5,Positive,Books,2019-02-14,David3089
"The book is okay, but not my favorite genre.",3,Neutral,Books,2018-02-17,Ryan4982
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2020-02-02,Jacqueline6718
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2023-10-13,Mason3997
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,5,Positive,Books,2015-05-03,Dean8453
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2022-02-14,Jimmy8450
Terrible fit and poor quality fabric.,5,Positive,Clothing,2020-09-16,Malik6514
"The book is okay, but not my favorite genre.",5,Positive,Books,2017-07-31,Dawn8135
The material is average but wearable.,2,Negative,Clothing,2015-09-25,Jennifer1166
Terrible fit and poor quality fabric.,1,Negative,Clothing,2019-07-31,Peggy7365
This product works perfectly.,1,Negative,Electronics,2022-12-27,Jeffrey3922
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",1,Negative,Books,2016-10-06,Robin9727
"The book is okay, but not my favorite genre.",4,Positive,Books,2020-09-26,Jeffrey5500
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,5,Positive,Electronics,2018-09-01,Brandi9158
It stopped working after a week.,4,Positive,Electronics,2022-05-01,Heather4211
Terrible fit and poor quality fabric.,2,Negative,Clothing,2023-12-28,Elizabeth2420
This product works perfectly. Highly recommended! Would definitely consider buying again!,4,Positive,Electronics,2023-08-02,Kevin4788
An amazing read with a gripping story. Loved it!,2,Negative,Books,2018-12-18,Carmen1113
"The book is okay, but not my favorite genre.",3,Neutral,Books,2018-01-02,Todd7042
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,4,Positive,Books,2016-02-22,Jeffrey3652
